Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-3Z-A93Z-01	9	86532502.0	140938752	33892.0	-0.0257
TCGA-3Z-A93Z-01	10	415240.0	15670969	11085.0	-0.0668
TCGA-3Z-A93Z-01	10	15671051.0	15674207	8.0	-1.1089
TCGA-3Z-A93Z-01	10	15674416.0	135225087	69773.0	-0.0675
TCGA-3Z-A93Z-01	11	456120.0	83619746	44697.0	-0.027
TCGA-3Z-A93Z-01	11	83620109.0	83620215	2.0	-1.7042
TCGA-3Z-A93Z-01	11	83625733.0	134142530	32537.0	-0.0314
TCGA-3Z-A93Z-01	12	889902.0	4441906	1895.0	0.0055
TCGA-3Z-A93Z-01	12	4444742.0	4455696	4.0	-1.1162
TCGA-3Z-A93Z-01	12	4462505.0	133161346	72041.0	0.0018
TCGA-3Z-A93Z-01	13	19450806.0	40584677	13381.0	-0.0306
TCGA-3Z-A93Z-01	13	40584879.0	40585832	2.0	-1.4625
TCGA-3Z-A93Z-01	13	40585845.0	46731735	3811.0	-0.03
TCGA-3Z-A93Z-01	13	46731751.0	46734888	2.0	-2.2073
TCGA-3Z-A93Z-01	13	46735868.0	114987458	39443.0	-0.0288
TCGA-3Z-A93Z-01	14	20501368.0	72130249	28591.0	-0.0259
TCGA-3Z-A93Z-01	14	72133280.0	73973915	1304.0	-0.3728
TCGA-3Z-A93Z-01	14	73975494.0	73976934	2.0	-1.8872
TCGA-3Z-A93Z-01	14	73981421.0	105988038	19526.0	-0.3793
TCGA-3Z-A93Z-01	15	23687685.0	93218077	39555.0	-0.0257
TCGA-3Z-A93Z-01	15	93218078.0	93221252	3.0	-1.1903
TCGA-3Z-A93Z-01	15	93221412.0	101884307	4966.0	-0.0364
TCGA-3Z-A93Z-01	16	653459.0	48018449	14479.0	-0.0224
TCGA-3Z-A93Z-01	16	48024456.0	48025548	2.0	-2.3585
TCGA-3Z-A93Z-01	16	48031020.0	89379936	26318.0	-0.0197
TCGA-3Z-A93Z-01	17	987221.0	80917016	36988.0	-0.0205
TCGA-3Z-A93Z-01	18	329586.0	77109240	42660.0	-0.0207
TCGA-3Z-A93Z-01	19	284018.0	58878226	23950.0	-0.0144
TCGA-3Z-A93Z-01	20	455764.0	62219837	37284.0	0.2405
TCGA-3Z-A93Z-01	21	15347621.0	47678774	20583.0	-0.0257
TCGA-3Z-A93Z-01	22	17423930.0	48816766	16551.0	-0.0209
TCGA-3Z-A93Z-01	22	48820839.0	48821069	2.0	-1.3992
TCGA-3Z-A93Z-01	22	48822619.0	49331012	372.0	-0.0161
TCGA-3Z-A93Z-01	23	3157107.0	154905589	63263.0	0.0014
TCGA-6D-AA2E-01	1	3218610.0	247813706	129122.0	0.0027
TCGA-6D-AA2E-01	2	484222.0	242476062	131283.0	0.0045
TCGA-6D-AA2E-01	3	2212571.0	197538677	106354.0	-0.0006
TCGA-6D-AA2E-01	4	1053934.0	188763651	102735.0	0.0004
TCGA-6D-AA2E-01	5	914233.0	18603722	11324.0	0.0018
TCGA-6D-AA2E-01	5	18604267.0	18666822	37.0	0.4054
TCGA-6D-AA2E-01	5	18675760.0	180360469	89138.0	0.0005
TCGA-6D-AA2E-01	6	1014281.0	148007144	82896.0	0.0017
TCGA-6D-AA2E-01	6	148008137.0	148008880	2.0	-1.4007
TCGA-6D-AA2E-01	6	148014547.0	157956130	6681.0	0.002
TCGA-6D-AA2E-01	6	157956279.0	157956508	4.0	-0.8487
TCGA-6D-AA2E-01	6	157960703.0	170903919	6905.0	-0.0005
TCGA-6D-AA2E-01	7	705284.0	53412874	31400.0	0.003
TCGA-6D-AA2E-01	7	53412893.0	53412920	2.0	-2.2223
TCGA-6D-AA2E-01	7	53413324.0	91327104	14613.0	0.0013
TCGA-6D-AA2E-01	7	91335217.0	91341017	3.0	-1.2681
TCGA-6D-AA2E-01	7	91345851.0	158385118	35299.0	0.0002
TCGA-6D-AA2E-01	8	617667.0	96647801	52480.0	0.0004
TCGA-6D-AA2E-01	8	96652618.0	96653807	4.0	-0.9605
TCGA-6D-AA2E-01	8	96653862.0	125677400	16872.0	-0.0015
TCGA-6D-AA2E-01	8	125678167.0	125681099	4.0	-1.0784
TCGA-6D-AA2E-01	8	125681410.0	145232496	12176.0	-0.0016
TCGA-6D-AA2E-01	9	789932.0	88438003	35485.0	0.0027
TCGA-6D-AA2E-01	9	88441829.0	88442078	2.0	-1.5419
TCGA-6D-AA2E-01	9	88445706.0	140938752	32527.0	0.0017
TCGA-6D-AA2E-01	10	415240.0	66398678	38189.0	0.0038
TCGA-6D-AA2E-01	10	66399409.0	66399869	2.0	-1.6761
TCGA-6D-AA2E-01	10	66402831.0	135225087	42671.0	0.0033
TCGA-6D-AA2E-01	11	456120.0	134142530	77226.0	0.0004
TCGA-6D-AA2E-01	12	889902.0	133161346	73933.0	0.0014
TCGA-6D-AA2E-01	13	19450806.0	76362739	32553.0	-0.0032
TCGA-6D-AA2E-01	13	76363655.0	76367193	7.0	-0.688
TCGA-6D-AA2E-01	13	76370564.0	114987458	24085.0	-0.0032
TCGA-6D-AA2E-01	14	20501368.0	105988038	49442.0	0.0008
TCGA-6D-AA2E-01	15	23687685.0	40437083	8371.0	0.0003
TCGA-6D-AA2E-01	15	40444334.0	40444347	2.0	-1.3743
TCGA-6D-AA2E-01	15	40450725.0	101884307	36149.0	-0.0024
TCGA-6D-AA2E-01	16	653459.0	89379936	40797.0	0.0033
TCGA-6D-AA2E-01	17	987221.0	80917016	36992.0	0.0028
TCGA-6D-AA2E-01	18	329586.0	77109240	42663.0	0.0024
TCGA-6D-AA2E-01	19	284018.0	58878226	23946.0	0.0005
TCGA-6D-AA2E-01	20	455764.0	5731199	3057.0	0.0006
TCGA-6D-AA2E-01	20	5732675.0	5737039	3.0	-1.393
TCGA-6D-AA2E-01	20	5743282.0	5937769	165.0	-0.0063
TCGA-6D-AA2E-01	20	5939727.0	5940097	3.0	-1.6322
TCGA-6D-AA2E-01	20	5940278.0	62219837	34048.0	-0.0001
TCGA-6D-AA2E-01	21	15347621.0	47678774	20582.0	-0.0051
TCGA-6D-AA2E-01	22	17423930.0	49331012	16924.0	-0.0024
TCGA-6D-AA2E-01	23	3157107.0	154905589	63412.0	0.0035
TCGA-A3-3331-01	1	3218610.0	59393786	30565.0	0.0343
TCGA-A3-3331-01	1	59394458.0	59394821	4.0	-1.8106
TCGA-A3-3331-01	1	59395916.0	247813706	98255.0	0.0199
TCGA-A3-3331-01	2	484222.0	120222696	62549.0	0.0205
TCGA-A3-3331-01	2	120222698.0	120224582	2.0	-1.5617
TCGA-A3-3331-01	2	120225079.0	183053658	35120.0	0.016
TCGA-A3-3331-01	2	183054995.0	183059200	5.0	-1.0981
TCGA-A3-3331-01	2	183065934.0	220702082	20099.0	0.0168
TCGA-A3-3331-01	2	220702824.0	220703292	2.0	-1.7362
TCGA-A3-3331-01	2	220706272.0	242476062	13209.0	0.0263
TCGA-A3-3331-01	3	2212571.0	11944696	5674.0	-0.4125
TCGA-A3-3331-01	3	11945930.0	11960850	21.0	-1.1265
TCGA-A3-3331-01	3	11961342.0	36304283	14483.0	-0.3988
TCGA-A3-3331-01	3	36309729.0	36309896	2.0	-3.3216
TCGA-A3-3331-01	3	36309962.0	61114716	13117.0	-0.3915
TCGA-A3-3331-01	3	61115120.0	61116009	3.0	-2.5859
TCGA-A3-3331-01	3	61116604.0	140695993	43809.0	-0.4009
TCGA-A3-3331-01	3	140701700.0	156160384	7842.0	0.0269
TCGA-A3-3331-01	3	156162746.0	156163547	2.0	-2.2536
TCGA-A3-3331-01	3	156164089.0	197538677	20963.0	0.0233
TCGA-A3-3331-01	4	1053934.0	121629986	66857.0	0.0169
TCGA-A3-3331-01	4	121630180.0	121633580	2.0	-1.7965
TCGA-A3-3331-01	4	121633766.0	178075230	30606.0	0.012
TCGA-A3-3331-01	4	178075857.0	178076710	2.0	-2.153
TCGA-A3-3331-01	4	178077466.0	188763651	5073.0	0.0083
TCGA-A3-3331-01	5	914233.0	4012303	1927.0	0.3088
TCGA-A3-3331-01	5	4012694.0	4012700	2.0	-1.7415
TCGA-A3-3331-01	5	4013641.0	66992805	34008.0	0.2864
TCGA-A3-3331-01	5	66993263.0	66994718	3.0	-1.4075
TCGA-A3-3331-01	5	66997601.0	133219092	35668.0	0.2911
TCGA-A3-3331-01	5	133219341.0	133223816	9.0	-1.0341
TCGA-A3-3331-01	5	133224088.0	180360469	28754.0	0.2906
TCGA-A3-3331-01	6	1014281.0	4695407	2593.0	0.0211
TCGA-A3-3331-01	6	4698667.0	4701144	5.0	-1.147
TCGA-A3-3331-01	6	4701501.0	29420000	15971.0	0.0251
TCGA-A3-3331-01	6	29425584.0	29426008	2.0	-2.433
TCGA-A3-3331-01	6	29426203.0	170903919	77687.0	0.0185
TCGA-A3-3331-01	7	705284.0	158385118	81168.0	0.0182
TCGA-A3-3331-01	8	617667.0	145232496	81352.0	0.0073
TCGA-A3-3331-01	9	789932.0	2528094	1110.0	0.0159
TCGA-A3-3331-01	9	2533850.0	2534202	2.0	-1.8551
TCGA-A3-3331-01	9	2536666.0	140938752	66755.0	0.0274
TCGA-A3-3331-01	10	415240.0	30090226	20558.0	0.0165
TCGA-A3-3331-01	10	30090778.0	30090864	2.0	-2.7057
TCGA-A3-3331-01	10	30093281.0	45565598	7186.0	0.0229
TCGA-A3-3331-01	10	45569635.0	117319158	41263.0	-0.4035
TCGA-A3-3331-01	10	117323308.0	117324086	2.0	-2.7961
TCGA-A3-3331-01	10	117324171.0	126702843	6724.0	-0.4073
TCGA-A3-3331-01	10	126703349.0	126714200	10.0	-1.4784
TCGA-A3-3331-01	10	126717617.0	135225087	4733.0	-0.4153
TCGA-A3-3331-01	11	456120.0	85911254	45819.0	0.0198
TCGA-A3-3331-01	11	85913576.0	85917139	2.0	-2.114
TCGA-A3-3331-01	11	85918268.0	88283890	1587.0	0.0173
TCGA-A3-3331-01	11	88285057.0	88286031	4.0	-1.4283
TCGA-A3-3331-01	11	88286437.0	134142530	29671.0	0.0254
TCGA-A3-3331-01	12	889902.0	5275540	2579.0	0.0233
TCGA-A3-3331-01	12	5276905.0	5277036	2.0	-1.5259
TCGA-A3-3331-01	12	5277404.0	20413274	8559.0	0.0127
TCGA-A3-3331-01	12	20413741.0	20418326	2.0	-2.0101
TCGA-A3-3331-01	12	20418613.0	133161346	62608.0	0.0189
TCGA-A3-3331-01	13	19450806.0	104917134	50398.0	0.0117
TCGA-A3-3331-01	13	104920055.0	104920270	2.0	-2.5279
TCGA-A3-3331-01	13	104921496.0	114987458	6124.0	0.0189
TCGA-A3-3331-01	14	20501368.0	105988038	49338.0	0.0192
TCGA-A3-3331-01	15	23687685.0	62093600	21381.0	0.0149
TCGA-A3-3331-01	15	62093970.0	62094071	2.0	-1.9753
TCGA-A3-3331-01	15	62095544.0	64238156	1450.0	0.0229
TCGA-A3-3331-01	15	64239663.0	64239691	2.0	-2.1181
TCGA-A3-3331-01	15	64241242.0	94746416	17205.0	0.0291
TCGA-A3-3331-01	15	94748653.0	94751061	2.0	-2.0894
TCGA-A3-3331-01	15	94751712.0	101884307	4369.0	0.0166
TCGA-A3-3331-01	16	653459.0	62314267	24029.0	0.0236
TCGA-A3-3331-01	16	62318597.0	62318683	2.0	-3.2016
TCGA-A3-3331-01	16	62318693.0	79293082	10147.0	0.0171
TCGA-A3-3331-01	16	79299842.0	79300657	2.0	-2.1281
TCGA-A3-3331-01	16	79300988.0	87686735	6157.0	0.0257
TCGA-A3-3331-01	16	87687216.0	87687317	2.0	-1.9624
TCGA-A3-3331-01	16	87688524.0	89379936	361.0	0.0255
TCGA-A3-3331-01	17	987221.0	80917016	36902.0	0.0277
TCGA-A3-3331-01	18	329586.0	77109240	42566.0	0.0227
TCGA-A3-3331-01	19	284018.0	58878226	23898.0	0.0198
TCGA-A3-3331-01	20	455764.0	45045928	25613.0	0.022
TCGA-A3-3331-01	20	45048234.0	45048384	2.0	-1.8685
TCGA-A3-3331-01	20	45050154.0	62219837	11584.0	0.0268
TCGA-A3-3331-01	21	15347621.0	39788911	15633.0	0.017
TCGA-A3-3331-01	21	39792441.0	39792747	2.0	-1.9202
TCGA-A3-3331-01	21	39793639.0	47678774	4903.0	0.0158
TCGA-A3-3331-01	22	17423930.0	49331012	16887.0	0.0317
TCGA-A3-3331-01	23	3157107.0	144250103	59059.0	-0.0002
TCGA-A3-3331-01	23	144250422.0	144250516	2.0	-2.4151
TCGA-A3-3331-01	23	144250912.0	154905589	4612.0	-0.0056
TCGA-A3-3349-01	1	3218610.0	17925542	7658.0	0.0183
TCGA-A3-3349-01	1	17927714.0	17984756	21.0	-0.399
TCGA-A3-3349-01	1	17985109.0	247813706	121477.0	0.0187
TCGA-A3-3349-01	2	484222.0	81946861	47210.0	0.0166
TCGA-A3-3349-01	2	81949963.0	81950495	2.0	-1.7539
TCGA-A3-3349-01	2	81953532.0	242476062	84121.0	0.0205
TCGA-A3-3349-01	3	2212571.0	41334820	23579.0	-0.3388
TCGA-A3-3349-01	3	41337338.0	41337498	2.0	-2.4369
TCGA-A3-3349-01	3	41338690.0	56830499	8101.0	-0.3255
TCGA-A3-3349-01	3	56830579.0	197538677	74731.0	0.0184
TCGA-A3-3349-01	4	1053934.0	75097488	40399.0	0.013
TCGA-A3-3349-01	4	75099451.0	75109579	13.0	-1.0795
TCGA-A3-3349-01	4	75112496.0	188763651	62352.0	0.0125
TCGA-A3-3349-01	5	914233.0	35184688	20136.0	0.0128
TCGA-A3-3349-01	5	35185897.0	35186694	3.0	-1.1604
TCGA-A3-3349-01	5	35188444.0	37370637	1366.0	0.0125
TCGA-A3-3349-01	5	37373773.0	37680530	31.0	-0.9172
TCGA-A3-3349-01	5	37686095.0	180360469	78992.0	0.0153
TCGA-A3-3349-01	6	1014281.0	170903919	96515.0	0.0182
TCGA-A3-3349-01	7	705284.0	67649847	34848.0	0.0118
TCGA-A3-3349-01	7	67651320.0	67654080	2.0	-1.4656
TCGA-A3-3349-01	7	67654272.0	158385118	46490.0	0.0071
TCGA-A3-3349-01	8	617667.0	3419556	1398.0	0.0233
TCGA-A3-3349-01	8	3421505.0	3423073	8.0	-0.95
TCGA-A3-3349-01	8	3426084.0	64995489	33449.0	0.0116
TCGA-A3-3349-01	8	64997886.0	65002078	2.0	-1.7144
TCGA-A3-3349-01	8	65002925.0	145232496	46708.0	0.0158
TCGA-A3-3349-01	9	789932.0	34109665	20558.0	0.0158
TCGA-A3-3349-01	9	34112991.0	34113638	2.0	-1.4921
TCGA-A3-3349-01	9	34114607.0	140938752	47478.0	0.0201
TCGA-A3-3349-01	10	415240.0	66126176	38038.0	0.0106
TCGA-A3-3349-01	10	66126819.0	66132948	6.0	-1.0931
TCGA-A3-3349-01	10	66134050.0	135225087	42842.0	0.0136
TCGA-A3-3349-01	11	456120.0	134142530	77269.0	0.0198
TCGA-A3-3349-01	12	889902.0	133161346	73969.0	0.0146
TCGA-A3-3349-01	13	19450806.0	56796401	22123.0	0.0129
TCGA-A3-3349-01	13	56802298.0	57660393	395.0	-0.9049
TCGA-A3-3349-01	13	58051241.0	114987458	34142.0	0.012
TCGA-A3-3349-01	14	20501368.0	56593208	19296.0	0.0002
TCGA-A3-3349-01	14	56593315.0	73195304	10171.0	-0.331
TCGA-A3-3349-01	14	73201905.0	73202021	2.0	-1.9985
TCGA-A3-3349-01	14	73202374.0	74420476	628.0	-0.3318
TCGA-A3-3349-01	14	74423777.0	74423782	2.0	-2.3598
TCGA-A3-3349-01	14	74425056.0	86819899	8040.0	-0.3386
TCGA-A3-3349-01	14	86821460.0	86821691	3.0	-1.6202
TCGA-A3-3349-01	14	86823575.0	105988038	11314.0	-0.3353
TCGA-A3-3349-01	15	23687685.0	40034721	8144.0	0.0131
TCGA-A3-3349-01	15	40036114.0	40036614	2.0	-1.6399
TCGA-A3-3349-01	15	40038433.0	101884307	36395.0	0.0202
TCGA-A3-3349-01	16	653459.0	82945551	37342.0	0.0166
TCGA-A3-3349-01	16	82946248.0	82949088	8.0	-0.9845
TCGA-A3-3349-01	16	82953501.0	89379936	3448.0	0.0261
TCGA-A3-3349-01	17	987221.0	45825500	18358.0	0.0236
TCGA-A3-3349-01	17	45826349.0	45830942	3.0	-1.3249
TCGA-A3-3349-01	17	45830948.0	80917016	18638.0	0.0254
TCGA-A3-3349-01	18	329586.0	20182168	8938.0	0.0253
TCGA-A3-3349-01	18	20183568.0	20190795	5.0	-0.7058
TCGA-A3-3349-01	18	20190889.0	20195890	10.0	-1.2137
TCGA-A3-3349-01	18	20197777.0	63733025	27034.0	0.0232
TCGA-A3-3349-01	18	63733040.0	63733078	2.0	-1.3009
TCGA-A3-3349-01	18	63733094.0	77109240	6691.0	0.0261
TCGA-A3-3349-01	19	284018.0	9263536	2862.0	0.0157
TCGA-A3-3349-01	19	9263806.0	9264466	2.0	-2.1217
TCGA-A3-3349-01	19	9266296.0	51718867	18082.0	0.0247
TCGA-A3-3349-01	19	51719472.0	51720484	2.0	1.7475
TCGA-A3-3349-01	19	51726613.0	58878226	3009.0	0.0237
TCGA-A3-3349-01	20	455764.0	50449250	29303.0	0.0136
TCGA-A3-3349-01	20	50449478.0	50453488	2.0	-1.7878
TCGA-A3-3349-01	20	50457370.0	62219837	7990.0	0.0168
TCGA-A3-3349-01	21	15347621.0	25585384	6196.0	0.0124
TCGA-A3-3349-01	21	25588249.0	25588339	3.0	-1.4409
TCGA-A3-3349-01	21	25588956.0	47678774	14390.0	0.0182
TCGA-A3-3349-01	22	17423930.0	25423290	1514.0	0.0186
TCGA-A3-3349-01	22	25431314.0	25431450	2.0	-1.6073
TCGA-A3-3349-01	22	25434504.0	49331012	15419.0	0.0249
TCGA-A3-3349-01	23	3157107.0	154905589	63808.0	0.0018
TCGA-A3-3358-01	1	3218610.0	90823664	50320.0	-0.0261
TCGA-A3-3358-01	1	90824652.0	90835937	15.0	-1.1274
TCGA-A3-3358-01	1	90836739.0	238466832	73187.0	-0.0258
TCGA-A3-3358-01	1	238470057.0	238470945	5.0	-0.9558
TCGA-A3-3358-01	1	238472076.0	244266817	4023.0	-0.0285
TCGA-A3-3358-01	1	244268834.0	244268866	2.0	-1.5885
TCGA-A3-3358-01	1	244270514.0	247813706	1549.0	-0.0342
TCGA-A3-3358-01	2	484222.0	242476062	131257.0	-0.0203
TCGA-A3-3358-01	3	2212571.0	66452561	37389.0	-0.4532
TCGA-A3-3358-01	3	66452917.0	66453641	2.0	-3.1763
TCGA-A3-3358-01	3	66453771.0	83847913	10332.0	-0.4493
TCGA-A3-3358-01	3	83852762.0	197538677	58502.0	-0.0173
TCGA-A3-3358-01	4	1053934.0	29316074	17668.0	-0.0331
TCGA-A3-3358-01	4	29318239.0	29318249	2.0	-1.5881
TCGA-A3-3358-01	4	29318265.0	45893827	9362.0	-0.0178
TCGA-A3-3358-01	4	45894652.0	45895246	4.0	-0.8872
TCGA-A3-3358-01	4	45898706.0	63308925	7553.0	-0.0278
TCGA-A3-3358-01	4	63309167.0	63309571	3.0	-1.1307
TCGA-A3-3358-01	4	63312389.0	65115762	736.0	-0.0147
TCGA-A3-3358-01	4	65117872.0	65118025	2.0	1.6717
TCGA-A3-3358-01	4	65120627.0	109490564	24657.0	-0.0216
TCGA-A3-3358-01	4	109492432.0	109520265	3.0	-1.9082
TCGA-A3-3358-01	4	109530325.0	112209738	1579.0	-0.0372
TCGA-A3-3358-01	4	112212206.0	112216801	3.0	-1.1525
TCGA-A3-3358-01	4	112217810.0	188763651	41149.0	-0.0241
TCGA-A3-3358-01	5	914233.0	85335298	45663.0	-0.0249
TCGA-A3-3358-01	5	85338284.0	85944827	327.0	0.3149
TCGA-A3-3358-01	5	85947865.0	86031439	51.0	-0.0449
TCGA-A3-3358-01	5	86033632.0	86170567	94.0	0.2819
TCGA-A3-3358-01	5	86172026.0	86241707	39.0	-0.057
TCGA-A3-3358-01	5	86242433.0	86447671	110.0	0.2675
TCGA-A3-3358-01	5	86450228.0	87947125	721.0	-0.0127
TCGA-A3-3358-01	5	87950290.0	88111724	82.0	0.3355
TCGA-A3-3358-01	5	88117390.0	88790697	356.0	-0.0366
TCGA-A3-3358-01	5	88796128.0	89957017	593.0	0.2985
TCGA-A3-3358-01	5	89968626.0	91379206	746.0	-0.02
TCGA-A3-3358-01	5	91379509.0	91808961	164.0	0.2983
TCGA-A3-3358-01	5	91810188.0	92442910	333.0	0.0125
TCGA-A3-3358-01	5	92443774.0	95548515	1631.0	0.3034
TCGA-A3-3358-01	5	95549993.0	95701574	74.0	-0.0032
TCGA-A3-3358-01	5	95703873.0	154902615	33969.0	0.2907
TCGA-A3-3358-01	5	154905984.0	154928280	10.0	0.9106
TCGA-A3-3358-01	5	154929106.0	173700112	12289.0	0.2895
TCGA-A3-3358-01	5	173701181.0	173702979	3.0	1.2364
TCGA-A3-3358-01	5	173703203.0	180360469	3242.0	0.2881
TCGA-A3-3358-01	6	1014281.0	66699333	36059.0	-0.0199
TCGA-A3-3358-01	6	66699547.0	66699582	2.0	-2.1683
TCGA-A3-3358-01	6	66699700.0	170903919	60395.0	-0.021
TCGA-A3-3358-01	7	705284.0	24035127	12184.0	0.1513
TCGA-A3-3358-01	7	24039878.0	24040383	2.0	-1.3226
TCGA-A3-3358-01	7	24040817.0	35533806	7500.0	0.1571
TCGA-A3-3358-01	7	35535511.0	35536505	5.0	-0.5443
TCGA-A3-3358-01	7	35536541.0	158385118	61612.0	0.1459
TCGA-A3-3358-01	8	617667.0	15112238	7056.0	-0.0339
TCGA-A3-3358-01	8	15112267.0	15114515	2.0	-1.394
TCGA-A3-3358-01	8	15114577.0	17536071	1585.0	-0.0241
TCGA-A3-3358-01	8	17536088.0	17536548	2.0	-2.6297
TCGA-A3-3358-01	8	17538767.0	145232496	72860.0	-0.0265
TCGA-A3-3358-01	9	789932.0	87730565	35022.0	-0.0298
TCGA-A3-3358-01	9	87730894.0	87730955	2.0	-1.5513
TCGA-A3-3358-01	9	87731731.0	103273769	9783.0	-0.0271
TCGA-A3-3358-01	9	103280325.0	103280461	2.0	-1.3684
TCGA-A3-3358-01	9	103281749.0	140938752	23198.0	-0.0312
TCGA-A3-3358-01	10	415240.0	135225087	80836.0	-0.0362
TCGA-A3-3358-01	11	456120.0	23990047	15210.0	-0.034
TCGA-A3-3358-01	11	23991004.0	23992240	2.0	-1.7682
TCGA-A3-3358-01	11	23992657.0	134142530	62000.0	-0.0307
TCGA-A3-3358-01	12	889902.0	54987545	27997.0	0.1613
TCGA-A3-3358-01	12	54990463.0	54995872	7.0	-0.7597
TCGA-A3-3358-01	12	54997372.0	133161346	45931.0	0.158
TCGA-A3-3358-01	13	19450806.0	48909201	18650.0	-0.0331
TCGA-A3-3358-01	13	48911264.0	48911390	6.0	-1.0314
TCGA-A3-3358-01	13	48917439.0	114987458	37973.0	-0.0223
TCGA-A3-3358-01	14	20501368.0	35101594	7956.0	-0.0615
TCGA-A3-3358-01	14	35176730.0	35185557	5.0	-1.73
TCGA-A3-3358-01	14	35185589.0	58031592	12330.0	-0.0625
TCGA-A3-3358-01	14	58031724.0	58033552	2.0	-2.088
TCGA-A3-3358-01	14	58034025.0	105988038	29126.0	-0.0646
TCGA-A3-3358-01	15	23687685.0	58035955	18305.0	-0.0326
TCGA-A3-3358-01	15	58038892.0	58038942	2.0	-1.352
TCGA-A3-3358-01	15	58040268.0	101884307	26209.0	-0.0301
TCGA-A3-3358-01	16	653459.0	58849324	21945.0	0.2703
TCGA-A3-3358-01	16	58849389.0	58849571	2.0	-0.9477
TCGA-A3-3358-01	16	58851586.0	71999757	7314.0	0.2715
TCGA-A3-3358-01	16	72000195.0	72001939	3.0	-1.324
TCGA-A3-3358-01	16	72004399.0	82483397	7584.0	0.2702
TCGA-A3-3358-01	16	82483709.0	82484851	5.0	-0.5604
TCGA-A3-3358-01	16	82485148.0	89379936	3947.0	0.2858
TCGA-A3-3358-01	17	987221.0	47038391	18942.0	-0.035
TCGA-A3-3358-01	17	47038471.0	47038751	3.0	-1.1933
TCGA-A3-3358-01	17	47043665.0	80917016	18019.0	-0.0313
TCGA-A3-3358-01	18	329586.0	2166869	573.0	-0.0092
TCGA-A3-3358-01	18	2168028.0	2168672	6.0	-1.0115
TCGA-A3-3358-01	18	2168903.0	77109240	42071.0	-0.0143
TCGA-A3-3358-01	19	284018.0	23172086	8456.0	-0.034
TCGA-A3-3358-01	19	23172344.0	23172656	2.0	-1.3689
TCGA-A3-3358-01	19	23177098.0	58878226	15480.0	-0.0308
TCGA-A3-3358-01	20	455764.0	38034463	21057.0	0.1555
TCGA-A3-3358-01	20	38038991.0	38042046	3.0	-0.8572
TCGA-A3-3358-01	20	38046128.0	62219837	16209.0	0.1596
TCGA-A3-3358-01	21	15347621.0	47678774	20577.0	-0.0376
TCGA-A3-3358-01	22	17423930.0	27592755	3236.0	-0.0417
TCGA-A3-3358-01	22	27594098.0	27594111	2.0	-2.5166
TCGA-A3-3358-01	22	27594180.0	49331012	13679.0	-0.0372
TCGA-A3-3358-01	23	3157107.0	110159286	43393.0	0.002
TCGA-A3-3358-01	23	110160529.0	110175729	8.0	-0.8113
TCGA-A3-3358-01	23	110181002.0	154905589	20383.0	-0.0049
TCGA-A3-3362-01	1	3218610.0	247813706	128940.0	0.0055
TCGA-A3-3362-01	2	484222.0	220566980	117773.0	0.0031
TCGA-A3-3362-01	2	220567392.0	220567410	2.0	-2.0173
TCGA-A3-3362-01	2	220568094.0	242476062	13328.0	0.0065
